,percent_time_idle,hourly_wage
8348,45.1832873473,38.0784255094
8350,67.2131147541,22.2520293951
8351,57.8181818182,22.7670470219
8352,17.1218082684,51.0938946704
8353,15.086304535,52.0746238578
8354,78.5088193918,14.0654280586
8357,14.2937605607,51.7825464888
8358,8.42649831207,58.2023883494
8362,53.6036036036,27.6713310175
8363,48.9524550821,32.0661473116
8364,40.9090909091,30.4151724138
8365,28.1568627451,44.1753768763
8367,29.9975348603,41.4613185578
8370,63.1853785901,23.0553416764
8371,13.928755808,65.8183540135
8375,14.0,59.0002758621
8378,63.2679738562,21.560719405
8380,9.51599202069,51.7770730845
8385,11.9990694928,50.041968467
8390,43.1570762053,32.8713251461
8392,16.5238902067,52.1182439617
8395,47.2131147541,36.6661526286
8397,38.0901986324,41.7926318508
8401,8.78048780488,55.3869133726
8403,24.107284558,57.2035309119
8406,29.7878779904,44.4419641115
8407,6.56599857529,50.602525608
8410,9.53459297526,56.9334625023
8412,46.3964650312,28.6453524723
8413,15.8970099668,50.2834015924
8414,9.06261442695,56.4853849165
8416,16.7650041486,54.9988027835
8419,23.5199657424,50.2945339235
8422,57.421875,23.5770258621
8423,9.8662668776,53.8584888785
8424,5.83064622996,69.6489929645
8425,7.41014692533,58.0159307261
8428,10.6790114149,57.9754256593
8436,40.0,28.8630272232
8438,23.1344060824,45.3743596098
8439,11.5492744432,52.7241382574
8442,40.294539476,36.7721329806
8443,7.88431479723,59.3099400934
8446,43.4217321986,33.439803261
8447,64.9170690741,21.6386948243
8450,9.94639666468,60.1946725268
8452,22.4584967048,47.7432390837
8453,6.66333640959,52.1815073802
8455,30.7462686567,43.3778939784
8456,59.4095940959,40.5360732918
8467,19.3692238092,50.2759984578
8471,11.8088345993,57.8881770365
8474,23.9653297758,46.2340490085
8478,8.53991466945,53.631697287
8484,31.5081278681,39.4053205955
8485,15.4128867178,47.9542026614
8486,10.5722599418,52.6869794976
8487,9.52380952381,52.2715011667
8490,56.2398703404,23.5756642262
8492,70.3819784525,18.0465669222
8493,53.0089238044,35.4169465492
8494,9.42712110225,55.1064029407
8496,17.8188899708,46.8927508982
8498,13.8608074179,51.7360333078
8499,9.49690589086,56.9465574052
8500,21.4164840347,46.4899255091
8501,9.89247311828,56.77556396
8502,48.987854251,27.8842607846
8503,18.202247191,45.7158279737
8505,8.40707964602,77.3664937443
8506,8.95912030536,58.2671060411
8511,30.8956540922,38.3680138753
8513,49.5901639344,31.6167269644
8515,58.1673306773,21.1616430828
8519,6.42116124714,55.5588037874
8522,12.4869374824,52.750662206
8523,7.64043386887,52.8029000334
8525,61.7834394904,30.2058950143
8526,6.24910693022,56.67865748
8528,21.4840302989,46.9703535805
8530,27.2117088579,37.8396313784
8535,7.47448745058,57.9399593575
8538,60.9798270893,24.492802544
8542,22.291607428,42.9770735927
8546,14.8892969527,50.8090157997
8547,39.8203592814,37.1497067933
8554,25.5178907721,47.6691759205
8555,7.64100719424,58.0641686926
8556,13.2835007397,62.0561583259
8558,9.41561484629,50.6295667462
8560,16.0220994475,50.2212230901
8562,71.2933994659,17.1101001197
8565,6.98072737844,60.7896754645
8567,30.7303566295,44.2077803906
8568,6.55624568668,54.4338141488
8569,37.4130737135,39.4511869934
8573,13.3797476354,60.5486543872
8576,7.11501119132,64.1657948904
8577,12.1951219512,54.718341944
8579,8.26846170284,52.1221849923
8583,59.5860029571,26.3493149335
8584,16.8032786885,52.9063990955
8586,13.7886597938,52.0632723071
8588,47.641509434,30.5600065062
8589,10.0963724314,52.3917509907
8591,24.7605533877,65.8102775501
8594,48.8833746898,29.2738701121
8596,5.81657443058,57.367262746
8597,7.16348298999,58.567429973
8599,48.9690721649,33.8471240668
8600,17.5218744704,50.1628317463
8605,5.92275130416,56.0330794152
8607,5.11209593326,51.5333141563
8610,8.46047156727,56.456582333
8611,12.839390934,52.6711281078
8614,17.3267326733,48.3728137808
8616,25.4462277523,43.906060889
8620,9.71771114682,60.417188445
8622,39.7058823529,37.0790872211
8623,48.2026143791,32.6165179175
8628,58.0416767238,23.4466778197
8629,14.4577283764,49.8550932029
8631,6.29322741902,66.0285345241
8634,19.3092621664,48.623089915
8638,57.2519083969,28.1904290603
8640,5.57934212812,54.2524403896
8642,39.5348837209,50.2097995188
8646,11.8552695483,51.5920014738
8647,61.8881118881,24.188521823
8649,14.8991830993,49.8586325189
8656,5.00234140429,56.7065930715
8659,40.2652854977,34.9830286979
8660,40.251835508,34.9403861618
8663,7.42398457558,51.416515239
8664,8.203125,60.9815625
8669,70.3150134048,29.9689932514
8670,5.43616539877,56.8974473343
8671,39.9293286219,36.299478494
8672,37.1714643304,39.3793742178
8674,28.5142635859,41.6618134717
8675,5.55260732341,52.4364612097
8676,19.3475815523,50.3258709903
8678,18.1548061209,50.9380478384
8679,57.0707070707,26.0207523511
8682,32.7852095462,42.4586186974
8683,24.2114383332,48.1726767621
8691,12.1807465619,63.860502676
8692,17.5875102712,50.9233479727
8698,63.0817610063,20.6458009109
8699,5.17643640342,61.3427738447
8707,67.1578376424,21.804375339
8708,11.2455643491,53.6440447346
8709,32.1585903084,36.983592587
8710,11.4909839783,52.0526382309
8715,19.8499863447,58.9941046604
8717,13.7349291172,51.3498500717
8718,14.5120123999,53.9454511442
8719,55.2437223043,31.1976773799
8723,62.8732394366,24.3281763963
8724,60.4446742503,24.4008765111
8726,56.4541484716,57.8649721427
8727,20.6702212245,46.167135178
8728,10.7159193073,57.108895378
8729,18.875502008,47.329705027
8730,15.2476836653,47.9648002657
8731,20.3808248015,51.7218942916
8734,50.3318544169,31.0628495946
8735,59.6779407605,25.0909660941
8739,9.31318508958,55.8897508574
8741,18.3068906973,46.6431723896
8742,20.5238175554,47.4833942208
8747,33.5959695443,39.4520116358
8748,6.6874204047,61.7796558067
8753,24.6646303342,43.6714224207
8758,16.2074554295,56.7094930979
8760,12.3361447631,49.4150746924
8761,15.2295288251,51.7172725563
8762,67.4220963173,29.5646497997
8764,20.9486166008,48.121962655
8767,56.5494930822,25.8035575378
8770,44.3438914027,27.6541114058
8775,32.5292858043,50.5026299673
8780,36.7609254499,42.847733357
8782,12.3338817871,47.3278284285
8783,5.2671894948,59.8193249354
8784,14.5799903998,54.5596719846
8786,14.7723345153,58.1493539256
8789,13.0871123381,53.3449223443
8790,35.4838709677,36.4370189099
8793,40.4404849262,36.7632615372
8794,9.64509086134,54.5033723104
8797,14.5126550175,49.6171187671
8799,87.8880553953,10.7780090336
8805,6.43464097811,52.6997395401
8806,10.2176966292,58.7750610974
8810,23.2657157629,61.3161945532
8813,23.3802816901,52.586675085
8816,27.1844660194,60.3185269501
8818,40.8882082695,35.0924433648
8819,17.6748232994,56.6053518372
8821,5.58898867389,61.5620775854
8822,9.27951682731,52.7578244942
8824,13.6164653891,52.6662293046
8826,52.6229508197,26.5563934426
8829,9.99126032683,54.6487748821
8833,30.9297912713,44.9339658444
8834,8.05634761884,52.6372669732
8835,25.990578307,41.2585962734
8837,5.81545233732,54.3284499313
8839,11.6031095703,53.42693198
8843,7.45154036798,55.6848382151
8844,60.1005960426,22.0145614414
8848,52.3464326593,28.8450420345
8850,47.619047619,32.7994745484
8854,17.9542981502,51.3361472365
8855,14.3653984947,49.1053766652
8856,10.5359393584,55.972773
8861,25.5182625864,43.4427041563
8863,11.2495552454,53.6945222274
8864,7.1035168319,54.278635809
8865,20.843299067,46.9536146187
8866,15.4175470687,49.4330599058
8867,9.90974925947,52.6686910654
8868,28.3337428481,39.3141067151
8869,38.0753138075,38.2307776656
8870,33.7469955063,37.9059498885
8875,7.06766917293,49.25457091
8876,9.97501643655,52.1413262599
8878,6.18469631524,58.7639427553
8880,11.9698745959,51.8369112151
8881,15.3984409288,50.1668596829
8886,11.5928133368,32.7139101608
8887,18.4441656211,57.5513780124
8888,52.8452522507,27.0689538024
8889,47.4747474747,39.6059352142
8891,55.3072625698,44.1328260451
8893,34.0,39.0230005305
8897,35.1351351351,33.960335795
8898,5.92334494774,52.9894869638
8899,9.13219006535,54.3625860564
8900,27.9055613319,44.0255063805
8901,62.6932668329,24.1632284805
8903,40.8445106806,36.9691762167
8904,29.9157303371,45.4027334367
8906,7.15122608741,61.0604164246
8910,11.9424460432,47.5056512032
8911,8.15948449456,48.7829772105
8912,54.7872340426,27.3263903155
8914,34.1954022989,31.5079904875
8919,25.5749344035,45.8907710169
8920,11.051937874,52.6594655615
8923,35.0550150041,37.6989636672
8924,7.85722913395,54.3169155505
8925,38.5269121813,37.5839982417
8926,16.1290322581,51.2622914349
8928,73.36026256,22.54872594
8931,5.65979317605,56.7085268438
8932,46.2140992167,35.0513117854
8933,32.5899169997,44.095430213
8935,59.3504452593,29.5544516898
8936,65.0246305419,20.9220214031
8937,50.3770739065,31.8315681073
8943,7.41935483871,58.415862069
8945,8.31831255992,54.6364098258
8946,16.2944570001,56.0820734363
8948,67.598823729,17.5778060752
8949,8.69177652228,51.1837288136
8950,5.51624490237,54.7266328485
8951,21.6188427646,51.8133133165
8955,25.7704160247,45.9434945008
8956,16.8210591323,52.5490728466
8960,16.4383561644,48.0678365612
8961,9.15668549564,58.0494610027
8962,49.9581449858,38.7269609796
8965,27.5821596244,44.1415492958
8966,14.129895885,54.9609478057
8970,36.7819795542,33.5186595167
8973,5.06708203888,59.7217211912
8974,5.62367298533,49.0476495144
8976,22.7444404925,45.3214775672
8979,5.09171551474,55.3746144736
8980,67.3611111111,32.8113793103
8982,12.5383799475,54.3925802297
8984,7.96992481203,54.8494767954
8986,35.0464734828,48.9615203333
8989,26.6203990581,46.7874923611
8990,28.6524822695,48.6225737344
8991,37.5,34.8555630388
8997,10.394265233,54.8084538376
8998,40.9852216749,30.7837159844
9001,8.4656770597,56.8443897064
9005,26.4620973758,47.7480954453
9008,11.5842204133,55.115437998
9010,13.4914397244,52.1612980597
9014,26.5241278877,58.090092969
9015,38.3561643836,36.1123264053
9019,56.6210045662,21.9720358999
9025,24.8006241331,43.4468769429
9026,6.1630911255,73.6398985748
9027,83.4118472487,35.0311094828
9031,28.5245901639,48.3122170718
9032,18.2701753169,50.2911911932
9033,15.7864646609,59.8887404293
9038,20.8459214502,42.6189519742
9042,10.7858879662,54.4244715739
9045,37.1340782123,39.2794606049
9046,5.32138027959,56.3516659097
9047,6.76934542293,56.7029989849
9049,58.0287929125,19.5190743499
9050,9.31420076272,53.5701390143
9053,7.59776536313,49.9632656521
9054,7.10527743125,59.1451223458
9055,26.2465841977,50.2330212968
9056,18.9384647917,46.1365747661
9063,50.2148482507,30.6560263848
9066,13.6621004566,54.1245158243
9069,61.7100371747,23.2940905012
9070,8.96860986547,54.8736786764
9072,11.1010232376,52.8063531604
9079,28.7357137787,47.4990715333
9081,51.635429362,28.6102377185
9082,12.4654546665,53.9457079971
9083,5.21388233536,54.4279089731
9084,16.742081448,64.5136589171
9085,44.2135289324,31.4419087767
9086,55.325443787,26.8370046929
9087,45.7066224904,37.85646261
9088,69.3430656934,20.4003020388
9090,17.4671137909,46.7505302367
9091,73.9090216563,17.3462798473
9092,12.9252452952,55.4603353985
9094,30.7407407407,37.932045977
9095,12.9415740612,56.0804449176
9096,13.6470675493,54.846541462
9098,35.1201478743,41.1798635987
9099,46.261682243,38.2625394779
9101,21.5079194438,49.238235752
9103,5.4044081472,53.6418957204
9104,10.357256104,56.5534021701
9108,17.6229508197,54.0948332391
9112,9.65361445783,49.928244375
9113,9.03747244673,50.8996224885
9116,13.7749600268,61.6430708158
9118,58.064516129,24.4688676307
9119,69.8060941828,18.8776081765
9122,66.4367816092,19.2046230678
9124,7.90707977386,51.648928182
9127,8.89971612621,50.2737443103
9129,38.4909264565,34.6650390278
9130,53.2101515573,27.6104061419
9132,69.3503415586,18.1148271535
9134,19.1972142606,50.6871895173
9137,6.51226409077,56.7808020895
9138,8.92499830838,55.7322803833
9139,17.4766708021,46.7318476799
9140,14.7185163299,50.7445216231
9141,37.592424439,36.3045074946
9142,19.0946135724,45.8421910149
9143,6.9500918647,57.4403118311
9145,12.0367790471,52.2105667701
9146,39.8227307015,34.9173436917
9147,60.0,25.8344842827
9148,18.5018523059,49.3944986365
9150,59.6862745098,24.9207853955
9152,6.34934400436,57.4518532822
9162,7.79105901175,55.2159326004
9166,7.72352315061,59.0004220881
9170,46.4342001576,34.2775295138
9173,27.3014680053,44.9915550186
9176,64.6451612903,20.6247083426
9178,22.7020297021,48.4330739451
9180,6.75576262874,56.0900711978
9183,13.209527015,51.1966416364
9184,6.75361380163,66.0412367785
9185,66.8032786885,22.5843188242
9188,41.9235511714,39.2459339258
9189,49.2900608519,31.042527803
9190,9.98445957375,58.105543955
9192,7.58586208223,53.5715830558
9193,51.875,27.8749827586
9196,5.35250162443,55.3034886066
9197,15.0595836324,53.1102170953
9198,54.7916666667,29.9689224138
9200,16.0711459563,50.0110633986
9201,5.62560234486,55.6193518282
9203,9.90772219524,55.838857162
9204,15.7665625605,41.6371747793
9205,9.1533180778,52.1439438176
9206,12.306862322,54.0402988407
9208,20.8136846972,50.203988713
9209,71.9523523305,14.824040141
9211,18.0757365468,48.975084326
9212,36.9246442648,40.6740182584
9215,36.0805431983,41.7467745582
9216,62.2844827586,21.7474227111
9218,62.4162096283,25.6557397718
9220,29.0322580645,54.1994215795
9222,37.7450980392,33.3823833671
9224,89.6364185719,12.7646149732
9225,11.7510792108,51.5571953174
9226,26.7,55.7089655172
9227,11.3386532771,51.2977377356
9228,18.8308973613,48.2546507812
9235,15.8740301232,46.9213535894
9237,48.1052544294,30.8976802127
9238,59.9542334096,27.6581204135
9242,27.2910854946,43.8034044641
9244,43.4836819301,31.1729727231
9245,6.17283950617,53.2100127714
9246,22.9169353799,44.6183234966
9248,40.9810429011,40.6759390022
9249,5.68590843341,50.9200622214
9252,57.9603815114,24.5749932957
9254,32.6042069945,45.7576194481
9255,7.97679166219,59.254767824
9257,7.9546493554,59.0319730872
9258,66.0714285714,20.9748399015
9265,12.8862738052,53.9123607618
9266,47.3336304219,37.5585930297
9267,30.7359307359,42.6302015226
9268,58.9285714286,24.4994778325
9273,71.9031740151,39.8293109836
9276,15.6165782294,50.594409546
9278,5.55141793182,73.0303341598
9279,10.4154450697,52.3015354474
9281,8.12352966337,58.188836135
9282,14.0979673263,52.7478882169
9283,18.8411267212,52.3884281386
9285,61.1084831284,32.2866277363
9287,16.5939766501,53.4818927081
9288,8.71855860142,54.2308919751
9290,13.1376687507,59.0042500951
9291,42.3350253807,37.2150687905
9292,17.537538443,51.9651013606
9293,14.6341463415,49.7733431455
9294,8.96414342629,72.6624893529
9295,30.5946163118,43.6316897799
9297,12.2900880606,48.3964422663
9299,15.0258243941,49.8069787514
9300,15.4622406639,54.4521422807
9301,31.2536694195,38.7181683337
9302,14.5769019326,52.2025801917
9303,19.0753125909,46.7406924627
9307,19.8866330001,47.8908435713
9317,13.1328917408,54.9136896052
9319,27.8169752008,45.3284748335
9320,11.0869648587,52.9558160314
9323,61.5071443581,21.8171957308
9326,26.6402164112,53.2914175554
9330,39.9204244032,32.7332132077
9331,42.6082862524,35.672707968
9336,35.4545454545,47.6185329154
9338,11.8527926909,47.8809027033
9339,8.44770371584,54.3681951683
9343,6.83535984226,59.7355510836
9351,10.5646630237,56.5462898059
9356,12.1421416144,52.8646066892
9361,55.5509112189,24.5508132073
9362,50.433180981,24.2674877855
9363,42.6900584795,31.7166848155
9364,17.3636363636,57.7481153605
9369,29.9270072993,33.1434684118
9371,23.6018947119,45.1033143319
9376,46.5384615385,31.569316313
9379,64.530659692,20.5931515498
9380,26.245210728,46.7449861276
9384,56.2983698337,23.9363604876
9386,65.7317073171,20.6632127839
9387,42.2018348624,36.742549826
9390,7.25447039629,52.9533512538
9394,20.9051724138,48.8081896552
9395,21.2182975562,47.731930637
9398,58.8888888889,34.5087356322
9400,5.106775432,58.058527477
9402,57.4438202247,23.6374866103
9408,7.10946434289,55.8683380418
9410,15.6147986942,49.6605387483
9411,12.9326952955,57.3030029637
9412,10.3496928308,56.628636897
9413,40.6896551724,35.7234435196
9414,10.474270958,63.1024113637
9415,7.06078291416,53.3855649326
9418,5.05689001264,63.8410514844
9419,8.86289558242,65.4133060611
9420,48.393194707,38.3120161658
9421,54.6637812069,38.1182562652
9422,67.3132880698,19.4365122579
9425,58.2028590878,24.8528391352
9430,17.3501088498,49.4685726483
9431,5.03856179292,55.3452501304
9435,13.2491451826,53.8374591941
9440,16.450178198,51.6761844403
9441,63.0348478165,22.6966028322
9443,14.159813459,54.6053451561
9444,9.8755186722,77.0868152812
9446,19.9484092863,46.8413828683
9447,35.0238132622,43.2738642455
9448,34.0301974448,35.5991829869
9449,8.0069124424,55.6024209439
9450,6.86744313582,60.4087061919
9456,9.08137207537,54.3440374505
9457,44.5054945055,32.1791890868
9458,60.8958837772,23.2443466644
9460,32.4215864396,39.7979956255
9461,8.52738197425,53.8871570223
9462,5.89127878305,57.7990275603
9463,14.0678587804,53.7810095337
9465,29.4601805075,44.4660701947
9466,8.62433776974,53.7804748453
9468,15.6334178614,53.4912643928
9469,50.7462686567,37.0090375708
9470,39.2054260032,38.3510905258
9471,6.43445180848,57.5579848795
9472,7.28140645011,58.3333807075
9476,6.33896282587,56.0505726413
9478,43.2311144353,34.1972176515
9480,44.2786069652,29.0538342769
9482,34.7944101048,41.5283915151
9486,13.3643312003,51.7812725302
9487,5.82563159222,61.1812768274
9489,5.98152109599,52.6779205818
9491,48.4934388002,31.2072008438
9492,6.8167284819,55.466427932
9497,6.82546541356,54.111572603
9498,34.1807909605,58.9259614261
9500,6.65493138277,58.3098221026
9501,21.9902843263,40.7907770076
9502,28.3422459893,34.1543942467
9506,73.4382555941,16.5903984307
9507,46.4516129032,30.1516351502
9508,34.2219248512,36.6138482331
9510,14.5807486497,51.1464003702
9512,6.98795180723,76.7437401781
9515,21.875,45.2404525862
9517,9.89235008783,56.7643410499
9518,13.3701336432,50.4765312869
9519,16.1353756986,59.2840205854
9520,5.5,60.8156689655
9523,33.7213031034,40.814883951
9527,11.0710931776,54.4633346014
9528,10.4558156039,53.8659731742
9529,24.3093922652,48.0349933321
9530,10.8910891089,81.7791191533
9531,7.15205143175,61.5259226452
9532,8.04780876494,58.3158225031
9534,11.8492170216,51.9075760953
9536,39.4069902269,35.2442238381
9542,77.7669518619,17.3935221592
9544,32.4293213003,33.5517082604
9547,7.85348620748,57.3261229218
9548,16.2593733733,50.2463203885
9554,11.743725692,50.4213647924
9555,9.34158694429,53.0140081113
9557,16.9565217391,49.5133493253
9559,6.63146177237,52.8185460919
9561,28.7649322737,42.72763843
9567,54.2686648132,28.2444939123
9568,29.8245614035,87.5622504537
9569,7.27807526963,60.1385265961
9571,22.0022445397,48.4265994826
9573,10.4575163399,52.8578228533
9575,77.4753506457,16.0481159226
9576,11.5139058152,55.1985789669
9577,36.1718161266,34.3772380012
9578,19.9006968504,50.1090584595
9579,21.0525873868,51.6230427067
9580,9.06593406593,50.1338309966
9583,31.4104996837,23.6319047307
9588,14.7496690993,53.1472046275
9589,6.64469317219,60.7017784797
9590,7.36400584773,57.8930342711
9591,26.0204081633,47.3478747361
9593,6.5795794193,55.8922984334
9597,7.65929511361,58.9495893349
9598,7.91828960061,59.7004940063
9601,6.76750133098,64.381243994
9602,17.0796339298,51.2862780193
9603,22.205466541,45.3983788878
9605,29.8978038704,51.2594642014
9608,6.33303063936,58.5079065754
9609,10.0625733967,58.5513905099
9610,11.4003637697,56.2455835428
9612,19.5932872975,41.6281282076
9613,8.92875709021,48.9366285747
9615,58.8842975207,27.7021316614
9617,5.14867901477,54.7061258297
9619,69.2329385223,22.5175331116
9620,44.9541284404,34.6611705157
9621,29.8844388159,42.9618406817
9623,5.39872536672,61.6631505458
9626,14.9953987961,51.8298943518
9628,20.4195822353,45.7893690733
9632,41.4784394251,31.4870721518
9634,24.8879185347,42.5386703325
9636,36.5361803084,35.9227635293
9640,49.6271748136,35.4013884524
9644,20.7639778062,49.8973430649
9646,17.594551919,52.6893025554
9648,59.9277978339,27.1856691149
9653,5.32679738562,53.744508838
9655,29.0564762852,44.8842301198
9656,45.92,36.2316049655
9660,14.533492823,51.0272752021
9662,20.8292005554,93.9535259151
9667,6.02396446002,59.1082036256
9672,24.2485933215,45.6773087712
9674,9.18407361899,61.7254126329
9679,12.6812446116,69.1987967925
9680,8.88194426509,53.4840223681
9683,5.63388124193,56.8619629782
9684,7.15697036224,54.4302358151
9686,24.913835549,47.1147027963
9689,47.8571428571,25.931408867
9691,21.9330855019,49.5294346879
9693,43.654822335,32.0862314021
9698,52.4698587668,24.2910093007
9699,62.7615062762,28.0901803492
9701,10.9114381616,55.4880953017
9702,18.5544868802,56.0897923435
9704,40.5917175059,35.261314488
9705,8.40812601126,55.3743480627
9711,50.5692251194,31.273865792
9714,17.0911578162,53.2530419531
9715,5.76358478419,55.4502576943
9719,16.6435956052,49.0310115981
9721,66.1625620376,19.6558505091
9722,5.46318289786,73.0237251208
9724,13.306977331,52.1451359108
9729,5.5158284317,59.5042632276
9732,5.9946223652,55.6746878637
9733,25.2525252525,51.6384535005
9734,37.5,39.5291929567
9738,68.3885457608,18.8321632558
9740,63.3802816901,24.5111219038
9741,66.8391484329,19.0383980097
9743,6.90574319675,54.3594550156
9744,6.72162015147,54.9592315939
9745,20.3862660944,43.2115080657
9750,17.6124511412,47.6968140269
9758,72.0531790621,16.2808032486
9759,27.5628240925,39.8161148783
9761,5.66147576772,62.1237083394
9763,41.9642857143,30.5165763547
9764,35.0383631714,36.8396930946
9765,6.50222873725,55.5676559213
9769,8.41375928984,50.7785867337
9770,6.69892578641,54.8002116826
9771,21.0526315789,48.3212030075
9774,52.8037383178,25.9184144376
9775,31.9239395417,39.3641802989
9776,6.73607188013,54.608700976
9777,20.2236252065,53.0474310874
9782,23.0344174297,64.75104254
9783,52.0,28.5624827586
9784,7.31272427397,65.2338228773
9785,37.3438223045,38.6545181828
9786,75.8511811922,13.7597265201
9788,35.8490566038,35.3663500325
9791,52.1008403361,26.872845552
9792,12.2915091874,54.5406572462
9793,21.9858156028,46.2473661042
9796,65.522841206,21.3454484366
9797,11.0442922503,53.2392383537
9800,39.2045454545,39.1838181818
9804,62.0465939251,18.8599843399
9808,33.2116788321,38.6220891014
9810,14.1003948111,49.2926168388
9812,7.80473747911,58.3733883966
9815,11.004784689,48.9322719023
9817,8.30392771164,52.0893983968
9822,17.1324422843,47.9839711736
9827,36.4264154395,35.8279236856
9828,34.5291479821,36.5518478429
9829,14.7039114027,53.7781953378
9830,48.1481481481,31.3156168582
9831,48.4186979327,27.8486365426
9832,40.2684563758,36.3334783615
9834,61.6279069767,26.7913392141
9835,12.313172449,51.8752283772
9837,46.2461488568,41.0641009153
9840,11.6502217797,48.5392570303
9842,40.9610983982,33.5155274994
9846,14.6019179304,60.556345935
9848,39.5850622407,38.5414416941
9849,41.7391304348,37.9348065967
9851,17.6195170034,47.7324150211
9855,6.49840289051,58.2852450195
9857,13.4415983753,55.6712575621
9858,5.48389823345,59.6537792299
9859,6.04949587534,53.1531957394
9860,11.7058368417,57.6135060792
9861,88.6198547215,34.8668280872
9870,10.5445671718,55.5647501705
9874,58.1729086454,26.5600424849
9875,43.5150725716,39.4183360497
9876,38.5633270321,38.7231810182
9878,5.11331089789,54.2024374466
9881,65.7142857143,34.4996453202
9882,5.25387403755,61.5209687519
9883,13.6975759908,47.1184009765
9884,8.93307049262,53.6426328323
9885,66.1307609861,21.3079321433
9886,65.2771272443,28.005168376
9890,59.1261451727,25.8076663994
9895,54.2071140704,24.2897929343
9896,12.9157798723,48.9998720919
9897,13.668633992,61.4107403573
9899,10.0163329724,58.5397107653
9900,30.0422386484,45.1768249229
9905,6.41361256545,54.3613648673
9907,6.28295254833,55.9946027513
9911,44.5962732919,32.6846022703
9914,21.8522035769,46.373047947
9915,9.25796364779,56.3686829572
9919,11.1876671386,52.4062033165
9921,11.1537258264,52.5779365164
9923,31.8462828103,39.1512511675
9924,13.0856682726,50.793135921
9926,38.9534883721,35.7896631917
9927,38.7211585665,35.9369001066
9932,40.1476230005,35.6058600498
9933,26.9990429675,44.5035629832
9935,8.66255667319,55.5317558837
9936,15.3427276529,46.1766339674
9938,38.8888888889,36.1789993239
9939,12.3851102941,75.6394206389
9940,9.19962773383,65.3582452143
9941,36.7346938776,40.3715779787
9942,39.1610455312,35.0020817584
9943,41.8899171943,37.2541256698
9944,15.7850394175,43.4836115071
9947,6.21496230427,63.0625969057
9949,9.75631627323,52.4854209522
9950,18.3452009056,48.4518114929
9951,6.20061919505,51.6892358279
9959,32.4338021031,40.7435221956
9966,15.4171961033,104.151776716
9971,8.55694062962,62.4848131607
9974,17.6577891281,89.7452477701
9975,55.7752179328,25.3903036029
9979,78.3858105321,10.6560969481
9980,13.4159513388,53.2003385352
9982,8.15551704523,58.825118363
9983,18.4970074725,47.9569750132
9984,6.02409638554,63.4722476111
9986,20.541174257,51.3100723214
9992,47.837972167,32.5695922984
9994,6.28865979381,56.8145161749
9995,8.48793442748,53.9402186409
10000,56.5040650407,24.0761312027
10007,41.0468319559,34.1249985751
10008,15.0371886621,53.1732155423
10009,24.2728184554,43.7402324214
10011,56.3639380302,25.4962529313
10014,10.9954498905,55.2674489035
10016,13.9234607857,53.7579472839
10019,5.91035617132,57.6178428152
10020,8.02534318902,56.3065535448
10022,63.6080870918,22.5169539336
10023,19.1823899371,51.1720949902
10024,7.73469715127,53.3048699897
10026,12.4752103768,56.9021740939
10029,65.8458507757,27.2605948934
10034,12.6787785079,54.1140450262
10036,65.4320100593,21.9388093631
10037,12.2203098107,53.7283138465
10043,26.0869565217,41.9179610195
10046,7.92622680865,56.238203217
10047,35.0,35.264049569
10049,5.22430751629,57.3394384024
10053,44.9208478669,34.0410610364
10054,10.6575618664,53.0092200205
10056,37.7209912762,34.9234606815
10058,50.390625,42.4004903017
10059,14.8336818095,51.169055837
10061,77.5,13.0572827586
10062,60.3238866397,24.5875275722
10068,16.4794007491,52.4975745835
10071,16.9698190035,53.4731560322
10074,18.5606674226,49.98205757
10075,12.0078327156,56.4209891697
10076,8.87619391695,50.745131871
10078,22.2185101753,44.0959345076
10079,17.8484107579,57.9226473316
10080,18.4142200919,44.108262226
10083,8.06599450046,56.6344056386
10084,22.8637413395,45.6366297683
10085,19.5098963242,51.9804998537
10086,23.8869071212,41.6739327839
10091,36.8421052632,60.1919782214
10092,28.1892427301,41.2494490028
10094,80.5510670307,12.2542198004
10095,49.3857493857,28.8714225197
10096,6.0538379011,61.1637017929
10100,28.0870001254,39.3150912321
10102,13.9783529246,49.2107227183
10103,10.1534689875,52.6705889713
10104,9.64501004689,54.9370099545
10109,10.3857614047,56.8815946717
10110,54.3710021322,29.7412072642
10115,25.4392619792,53.0327729044
10116,40.157480315,32.3612598425
10117,48.7565974038,12.6498623543
10119,9.33787717822,49.69004387
10120,28.8343558282,46.1218916476
10122,16.8186591499,50.5654349081
10124,12.1504443963,44.4161776688
10126,22.4427400898,47.095552767
10128,23.698272969,42.6658066377
10131,13.5824410183,72.4241990614
10138,9.49208992506,62.9820788288
10140,26.9094348546,40.1422118215
10142,40.7284119836,34.4667697481
10148,55.9633027523,33.7036380892
10149,63.3164038136,26.0902026934
10151,12.5101874491,45.9826883624
10158,12.8336781551,52.4790723047
10160,16.4612676056,59.8836279747
10161,5.02079862042,57.6697155774
10163,57.5084681972,24.1448976678
10167,13.7052759248,50.2847546057
10168,8.29216741626,63.0559610706
10171,23.4586466165,44.9208006222
10175,31.8681318681,61.0043869431
10176,13.1140508914,50.6833823527
10177,16.5745856354,45.8285692513
10180,18.4181448095,48.8223400949
10185,38.4615384615,45.5887320955
10187,12.312874015,52.8369280974
10189,15.5865135908,45.7463682553
10191,22.3569853418,45.8397305433
10192,14.9243322407,53.5418956259
10193,18.5276619855,47.8617563613
